id,text,category
2206,This is a sample text for document 2206,Category_A
2207,This is a sample text for document 2207,Category_D
2208,This is a sample text for document 2208,Category_C
2209,This is a sample text for document 2209,Category_C
2210,This is a sample text for document 2210,Category_A
2211,This is a sample text for document 2211,Category_E
2212,This is a sample text for document 2212,Category_C
2213,This is a sample text for document 2213,Category_A
2214,This is a sample text for document 2214,Category_C
2215,This is a sample text for document 2215,Category_A
2216,This is a sample text for document 2216,Category_F
2217,This is a sample text for document 2217,Category_C
2218,This is a sample text for document 2218,Category_E
2219,This is a sample text for document 2219,Category_F
2220,This is a sample text for document 2220,Category_G
2221,This is a sample text for document 2221,Category_G
2222,This is a sample text for document 2222,Category_D
2223,This is a sample text for document 2223,Category_C
2224,This is a sample text for document 2224,Category_G
2225,This is a sample text for document 2225,Category_D
2226,This is a sample text for document 2226,Category_G
2227,This is a sample text for document 2227,Category_A
2228,This is a sample text for document 2228,Category_D
2229,This is a sample text for document 2229,Category_D
2230,This is a sample text for document 2230,Category_C
2231,This is a sample text for document 2231,Category_A
2232,This is a sample text for document 2232,Category_G
2233,This is a sample text for document 2233,Category_D
2234,This is a sample text for document 2234,Category_G
2235,This is a sample text for document 2235,Category_B
2236,This is a sample text for document 2236,Category_A
2237,This is a sample text for document 2237,Category_A
2238,This is a sample text for document 2238,Category_A
2239,This is a sample text for document 2239,Category_G
2240,This is a sample text for document 2240,Category_D
2241,This is a sample text for document 2241,Category_B
2242,This is a sample text for document 2242,Category_F
2243,This is a sample text for document 2243,Category_G
2244,This is a sample text for document 2244,Category_G
2245,This is a sample text for document 2245,Category_E
2246,This is a sample text for document 2246,Category_D
2247,This is a sample text for document 2247,Category_B
2248,This is a sample text for document 2248,Category_E
2249,This is a sample text for document 2249,Category_E
2250,This is a sample text for document 2250,Category_F
2251,This is a sample text for document 2251,Category_B
2252,This is a sample text for document 2252,Category_A
2253,This is a sample text for document 2253,Category_B
2254,This is a sample text for document 2254,Category_F
2255,This is a sample text for document 2255,Category_G
2256,This is a sample text for document 2256,Category_C
2257,This is a sample text for document 2257,Category_E
2258,This is a sample text for document 2258,Category_B
2259,This is a sample text for document 2259,Category_G
2260,This is a sample text for document 2260,Category_G
2261,This is a sample text for document 2261,Category_B
2262,This is a sample text for document 2262,Category_A
2263,This is a sample text for document 2263,Category_D
2264,This is a sample text for document 2264,Category_E
2265,This is a sample text for document 2265,Category_F
2266,This is a sample text for document 2266,Category_G
2267,This is a sample text for document 2267,Category_B
2268,This is a sample text for document 2268,Category_B
2269,This is a sample text for document 2269,Category_F
2270,This is a sample text for document 2270,Category_E
2271,This is a sample text for document 2271,Category_A
2272,This is a sample text for document 2272,Category_G
2273,This is a sample text for document 2273,Category_C
2274,This is a sample text for document 2274,Category_E
2275,This is a sample text for document 2275,Category_C
2276,This is a sample text for document 2276,Category_F
2277,This is a sample text for document 2277,Category_B
2278,This is a sample text for document 2278,Category_D
2279,This is a sample text for document 2279,Category_D
2280,This is a sample text for document 2280,Category_B
2281,This is a sample text for document 2281,Category_E
2282,This is a sample text for document 2282,Category_B
2283,This is a sample text for document 2283,Category_C
2284,This is a sample text for document 2284,Category_C
2285,This is a sample text for document 2285,Category_D
2286,This is a sample text for document 2286,Category_B
2287,This is a sample text for document 2287,Category_F
2288,This is a sample text for document 2288,Category_A
2289,This is a sample text for document 2289,Category_A
2290,This is a sample text for document 2290,Category_D
2291,This is a sample text for document 2291,Category_F
2292,This is a sample text for document 2292,Category_G
2293,This is a sample text for document 2293,Category_G
2294,This is a sample text for document 2294,Category_F
2295,This is a sample text for document 2295,Category_E
2296,This is a sample text for document 2296,Category_F
2297,This is a sample text for document 2297,Category_B
2298,This is a sample text for document 2298,Category_A
2299,This is a sample text for document 2299,Category_B
2300,This is a sample text for document 2300,Category_G
2301,This is a sample text for document 2301,Category_A
2302,This is a sample text for document 2302,Category_D
2303,This is a sample text for document 2303,Category_F
2304,This is a sample text for document 2304,Category_G
2305,This is a sample text for document 2305,Category_G
2306,This is a sample text for document 2306,Category_G
2307,This is a sample text for document 2307,Category_A
2308,This is a sample text for document 2308,Category_F
2309,This is a sample text for document 2309,Category_C
2310,This is a sample text for document 2310,Category_A
2311,This is a sample text for document 2311,Category_E
2312,This is a sample text for document 2312,Category_A
2313,This is a sample text for document 2313,Category_C
2314,This is a sample text for document 2314,Category_C
2315,This is a sample text for document 2315,Category_D
2316,This is a sample text for document 2316,Category_C
2317,This is a sample text for document 2317,Category_A
2318,This is a sample text for document 2318,Category_C
2319,This is a sample text for document 2319,Category_D
2320,This is a sample text for document 2320,Category_G
2321,This is a sample text for document 2321,Category_E
2322,This is a sample text for document 2322,Category_D
2323,This is a sample text for document 2323,Category_B
2324,This is a sample text for document 2324,Category_D
2325,This is a sample text for document 2325,Category_B
2326,This is a sample text for document 2326,Category_B
2327,This is a sample text for document 2327,Category_E
2328,This is a sample text for document 2328,Category_F
2329,This is a sample text for document 2329,Category_D
2330,This is a sample text for document 2330,Category_B
2331,This is a sample text for document 2331,Category_E
2332,This is a sample text for document 2332,Category_G
2333,This is a sample text for document 2333,Category_C
2334,This is a sample text for document 2334,Category_G
2335,This is a sample text for document 2335,Category_G
2336,This is a sample text for document 2336,Category_F
2337,This is a sample text for document 2337,Category_A
2338,This is a sample text for document 2338,Category_F
2339,This is a sample text for document 2339,Category_A
2340,This is a sample text for document 2340,Category_A
2341,This is a sample text for document 2341,Category_D
2342,This is a sample text for document 2342,Category_C
2343,This is a sample text for document 2343,Category_B
2344,This is a sample text for document 2344,Category_G
2345,This is a sample text for document 2345,Category_C
2346,This is a sample text for document 2346,Category_F
2347,This is a sample text for document 2347,Category_A
2348,This is a sample text for document 2348,Category_G
2349,This is a sample text for document 2349,Category_G
2350,This is a sample text for document 2350,Category_D
2351,This is a sample text for document 2351,Category_C
2352,This is a sample text for document 2352,Category_G
2353,This is a sample text for document 2353,Category_G
2354,This is a sample text for document 2354,Category_F
2355,This is a sample text for document 2355,Category_F
2356,This is a sample text for document 2356,Category_D
2357,This is a sample text for document 2357,Category_A
2358,This is a sample text for document 2358,Category_B
2359,This is a sample text for document 2359,Category_A
2360,This is a sample text for document 2360,Category_G
2361,This is a sample text for document 2361,Category_A
2362,This is a sample text for document 2362,Category_E
2363,This is a sample text for document 2363,Category_B
2364,This is a sample text for document 2364,Category_E
2365,This is a sample text for document 2365,Category_E
2366,This is a sample text for document 2366,Category_C
2367,This is a sample text for document 2367,Category_G
2368,This is a sample text for document 2368,Category_F
2369,This is a sample text for document 2369,Category_A
2370,This is a sample text for document 2370,Category_D
2371,This is a sample text for document 2371,Category_D
2372,This is a sample text for document 2372,Category_E
2373,This is a sample text for document 2373,Category_D
2374,This is a sample text for document 2374,Category_E
2375,This is a sample text for document 2375,Category_E
2376,This is a sample text for document 2376,Category_B
2377,This is a sample text for document 2377,Category_G
2378,This is a sample text for document 2378,Category_B
2379,This is a sample text for document 2379,Category_A
2380,This is a sample text for document 2380,Category_B
2381,This is a sample text for document 2381,Category_G
2382,This is a sample text for document 2382,Category_D
2383,This is a sample text for document 2383,Category_D
2384,This is a sample text for document 2384,Category_F
2385,This is a sample text for document 2385,Category_F
2386,This is a sample text for document 2386,Category_G
2387,This is a sample text for document 2387,Category_E
2388,This is a sample text for document 2388,Category_D
2389,This is a sample text for document 2389,Category_F
2390,This is a sample text for document 2390,Category_A
2391,This is a sample text for document 2391,Category_A
2392,This is a sample text for document 2392,Category_E
2393,This is a sample text for document 2393,Category_B
2394,This is a sample text for document 2394,Category_C
2395,This is a sample text for document 2395,Category_F
2396,This is a sample text for document 2396,Category_A
2397,This is a sample text for document 2397,Category_E
2398,This is a sample text for document 2398,Category_B
2399,This is a sample text for document 2399,Category_E
2400,This is a sample text for document 2400,Category_B
2401,This is a sample text for document 2401,Category_F
2402,This is a sample text for document 2402,Category_B
2403,This is a sample text for document 2403,Category_A
2404,This is a sample text for document 2404,Category_C
2405,This is a sample text for document 2405,Category_A
2406,This is a sample text for document 2406,Category_A
2407,This is a sample text for document 2407,Category_G
2408,This is a sample text for document 2408,Category_E
2409,This is a sample text for document 2409,Category_A
2410,This is a sample text for document 2410,Category_E
2411,This is a sample text for document 2411,Category_E
2412,This is a sample text for document 2412,Category_G
2413,This is a sample text for document 2413,Category_E
2414,This is a sample text for document 2414,Category_A
2415,This is a sample text for document 2415,Category_B
2416,This is a sample text for document 2416,Category_E
2417,This is a sample text for document 2417,Category_F
2418,This is a sample text for document 2418,Category_D
2419,This is a sample text for document 2419,Category_A
2420,This is a sample text for document 2420,Category_D
2421,This is a sample text for document 2421,Category_A
2422,This is a sample text for document 2422,Category_G
2423,This is a sample text for document 2423,Category_B
2424,This is a sample text for document 2424,Category_C
2425,This is a sample text for document 2425,Category_F
2426,This is a sample text for document 2426,Category_E
2427,This is a sample text for document 2427,Category_E
2428,This is a sample text for document 2428,Category_B
2429,This is a sample text for document 2429,Category_A
2430,This is a sample text for document 2430,Category_D
2431,This is a sample text for document 2431,Category_B
2432,This is a sample text for document 2432,Category_G
2433,This is a sample text for document 2433,Category_A
2434,This is a sample text for document 2434,Category_B
2435,This is a sample text for document 2435,Category_E
2436,This is a sample text for document 2436,Category_A
2437,This is a sample text for document 2437,Category_C
2438,This is a sample text for document 2438,Category_D
2439,This is a sample text for document 2439,Category_B
2440,This is a sample text for document 2440,Category_A
2441,This is a sample text for document 2441,Category_D
2442,This is a sample text for document 2442,Category_G
2443,This is a sample text for document 2443,Category_E
2444,This is a sample text for document 2444,Category_G
2445,This is a sample text for document 2445,Category_C
2446,This is a sample text for document 2446,Category_D
2447,This is a sample text for document 2447,Category_B
2448,This is a sample text for document 2448,Category_G
2449,This is a sample text for document 2449,Category_E
2450,This is a sample text for document 2450,Category_E
2451,This is a sample text for document 2451,Category_F
2452,This is a sample text for document 2452,Category_G
2453,This is a sample text for document 2453,Category_A
2454,This is a sample text for document 2454,Category_D
2455,This is a sample text for document 2455,Category_D
2456,This is a sample text for document 2456,Category_C
2457,This is a sample text for document 2457,Category_B
2458,This is a sample text for document 2458,Category_D
2459,This is a sample text for document 2459,Category_C
2460,This is a sample text for document 2460,Category_A
2461,This is a sample text for document 2461,Category_D
2462,This is a sample text for document 2462,Category_F
2463,This is a sample text for document 2463,Category_A
2464,This is a sample text for document 2464,Category_E
2465,This is a sample text for document 2465,Category_G
2466,This is a sample text for document 2466,Category_B
2467,This is a sample text for document 2467,Category_E
2468,This is a sample text for document 2468,Category_D
2469,This is a sample text for document 2469,Category_B
2470,This is a sample text for document 2470,Category_F
2471,This is a sample text for document 2471,Category_D
2472,This is a sample text for document 2472,Category_G
2473,This is a sample text for document 2473,Category_G
2474,This is a sample text for document 2474,Category_D
2475,This is a sample text for document 2475,Category_B
2476,This is a sample text for document 2476,Category_E
2477,This is a sample text for document 2477,Category_E
2478,This is a sample text for document 2478,Category_D
2479,This is a sample text for document 2479,Category_E
2480,This is a sample text for document 2480,Category_F
2481,This is a sample text for document 2481,Category_A
2482,This is a sample text for document 2482,Category_A
2483,This is a sample text for document 2483,Category_A
2484,This is a sample text for document 2484,Category_A
2485,This is a sample text for document 2485,Category_A
2486,This is a sample text for document 2486,Category_E
2487,This is a sample text for document 2487,Category_C
2488,This is a sample text for document 2488,Category_E
2489,This is a sample text for document 2489,Category_F
2490,This is a sample text for document 2490,Category_E
2491,This is a sample text for document 2491,Category_A
2492,This is a sample text for document 2492,Category_E
2493,This is a sample text for document 2493,Category_B
2494,This is a sample text for document 2494,Category_F
2495,This is a sample text for document 2495,Category_D
2496,This is a sample text for document 2496,Category_B
2497,This is a sample text for document 2497,Category_B
2498,This is a sample text for document 2498,Category_C
2499,This is a sample text for document 2499,Category_G
2500,This is a sample text for document 2500,Category_D
2501,This is a sample text for document 2501,Category_B
2502,This is a sample text for document 2502,Category_E
2503,This is a sample text for document 2503,Category_A
2504,This is a sample text for document 2504,Category_A
2505,This is a sample text for document 2505,Category_C
2506,This is a sample text for document 2506,Category_B
2507,This is a sample text for document 2507,Category_G
2508,This is a sample text for document 2508,Category_E
2509,This is a sample text for document 2509,Category_E
2510,This is a sample text for document 2510,Category_B
2511,This is a sample text for document 2511,Category_G
2512,This is a sample text for document 2512,Category_B
2513,This is a sample text for document 2513,Category_B
2514,This is a sample text for document 2514,Category_D
2515,This is a sample text for document 2515,Category_C
2516,This is a sample text for document 2516,Category_E
2517,This is a sample text for document 2517,Category_D
2518,This is a sample text for document 2518,Category_C
2519,This is a sample text for document 2519,Category_C
2520,This is a sample text for document 2520,Category_C
2521,This is a sample text for document 2521,Category_C
2522,This is a sample text for document 2522,Category_G
2523,This is a sample text for document 2523,Category_C
2524,This is a sample text for document 2524,Category_C
2525,This is a sample text for document 2525,Category_A
2526,This is a sample text for document 2526,Category_F
2527,This is a sample text for document 2527,Category_D
2528,This is a sample text for document 2528,Category_E
2529,This is a sample text for document 2529,Category_D
2530,This is a sample text for document 2530,Category_D
2531,This is a sample text for document 2531,Category_B
2532,This is a sample text for document 2532,Category_C
2533,This is a sample text for document 2533,Category_F
2534,This is a sample text for document 2534,Category_A
2535,This is a sample text for document 2535,Category_F
2536,This is a sample text for document 2536,Category_A
2537,This is a sample text for document 2537,Category_C
2538,This is a sample text for document 2538,Category_A
2539,This is a sample text for document 2539,Category_B
2540,This is a sample text for document 2540,Category_C
2541,This is a sample text for document 2541,Category_B
2542,This is a sample text for document 2542,Category_C
2543,This is a sample text for document 2543,Category_E
2544,This is a sample text for document 2544,Category_E
2545,This is a sample text for document 2545,Category_C
2546,This is a sample text for document 2546,Category_E
2547,This is a sample text for document 2547,Category_C
2548,This is a sample text for document 2548,Category_A
2549,This is a sample text for document 2549,Category_C
2550,This is a sample text for document 2550,Category_G
2551,This is a sample text for document 2551,Category_F
2552,This is a sample text for document 2552,Category_C
2553,This is a sample text for document 2553,Category_A
2554,This is a sample text for document 2554,Category_D
2555,This is a sample text for document 2555,Category_C
2556,This is a sample text for document 2556,Category_G
2557,This is a sample text for document 2557,Category_B
2558,This is a sample text for document 2558,Category_G
2559,This is a sample text for document 2559,Category_B
2560,This is a sample text for document 2560,Category_F
2561,This is a sample text for document 2561,Category_C
2562,This is a sample text for document 2562,Category_E
2563,This is a sample text for document 2563,Category_F
2564,This is a sample text for document 2564,Category_D
2565,This is a sample text for document 2565,Category_G
2566,This is a sample text for document 2566,Category_C
2567,This is a sample text for document 2567,Category_G
2568,This is a sample text for document 2568,Category_B
2569,This is a sample text for document 2569,Category_A
2570,This is a sample text for document 2570,Category_G
2571,This is a sample text for document 2571,Category_G
2572,This is a sample text for document 2572,Category_G
2573,This is a sample text for document 2573,Category_B
2574,This is a sample text for document 2574,Category_C
2575,This is a sample text for document 2575,Category_D
2576,This is a sample text for document 2576,Category_F
2577,This is a sample text for document 2577,Category_F
2578,This is a sample text for document 2578,Category_C
2579,This is a sample text for document 2579,Category_B
2580,This is a sample text for document 2580,Category_F
2581,This is a sample text for document 2581,Category_G
2582,This is a sample text for document 2582,Category_G
2583,This is a sample text for document 2583,Category_B
2584,This is a sample text for document 2584,Category_F
2585,This is a sample text for document 2585,Category_C
2586,This is a sample text for document 2586,Category_G
2587,This is a sample text for document 2587,Category_G
2588,This is a sample text for document 2588,Category_C
2589,This is a sample text for document 2589,Category_C
2590,This is a sample text for document 2590,Category_B
2591,This is a sample text for document 2591,Category_C
2592,This is a sample text for document 2592,Category_E
2593,This is a sample text for document 2593,Category_B
2594,This is a sample text for document 2594,Category_F
2595,This is a sample text for document 2595,Category_C
2596,This is a sample text for document 2596,Category_B
2597,This is a sample text for document 2597,Category_B
2598,This is a sample text for document 2598,Category_F
2599,This is a sample text for document 2599,Category_B
2600,This is a sample text for document 2600,Category_G
2601,This is a sample text for document 2601,Category_F
2602,This is a sample text for document 2602,Category_E
2603,This is a sample text for document 2603,Category_G
2604,This is a sample text for document 2604,Category_C
2605,This is a sample text for document 2605,Category_F
2606,This is a sample text for document 2606,Category_F
2607,This is a sample text for document 2607,Category_A
2608,This is a sample text for document 2608,Category_G
2609,This is a sample text for document 2609,Category_A
2610,This is a sample text for document 2610,Category_C
2611,This is a sample text for document 2611,Category_A
2612,This is a sample text for document 2612,Category_A
2613,This is a sample text for document 2613,Category_E
2614,This is a sample text for document 2614,Category_A
2615,This is a sample text for document 2615,Category_E
2616,This is a sample text for document 2616,Category_B
2617,This is a sample text for document 2617,Category_C
2618,This is a sample text for document 2618,Category_F
2619,This is a sample text for document 2619,Category_E
2620,This is a sample text for document 2620,Category_G
2621,This is a sample text for document 2621,Category_A
2622,This is a sample text for document 2622,Category_C
2623,This is a sample text for document 2623,Category_F
2624,This is a sample text for document 2624,Category_B
2625,This is a sample text for document 2625,Category_G
2626,This is a sample text for document 2626,Category_C
2627,This is a sample text for document 2627,Category_E
2628,This is a sample text for document 2628,Category_B
2629,This is a sample text for document 2629,Category_A
2630,This is a sample text for document 2630,Category_G
2631,This is a sample text for document 2631,Category_F
2632,This is a sample text for document 2632,Category_G
2633,This is a sample text for document 2633,Category_F
2634,This is a sample text for document 2634,Category_G
2635,This is a sample text for document 2635,Category_A
2636,This is a sample text for document 2636,Category_F
2637,This is a sample text for document 2637,Category_B
2638,This is a sample text for document 2638,Category_G
2639,This is a sample text for document 2639,Category_A
2640,This is a sample text for document 2640,Category_C
2641,This is a sample text for document 2641,Category_G
2642,This is a sample text for document 2642,Category_G
2643,This is a sample text for document 2643,Category_F
2644,This is a sample text for document 2644,Category_G
2645,This is a sample text for document 2645,Category_B
2646,This is a sample text for document 2646,Category_F
2647,This is a sample text for document 2647,Category_E
2648,This is a sample text for document 2648,Category_A
2649,This is a sample text for document 2649,Category_C
2650,This is a sample text for document 2650,Category_F
2651,This is a sample text for document 2651,Category_A
2652,This is a sample text for document 2652,Category_G
2653,This is a sample text for document 2653,Category_E
2654,This is a sample text for document 2654,Category_A
2655,This is a sample text for document 2655,Category_B
2656,This is a sample text for document 2656,Category_B
2657,This is a sample text for document 2657,Category_G
2658,This is a sample text for document 2658,Category_C
2659,This is a sample text for document 2659,Category_F
2660,This is a sample text for document 2660,Category_F
2661,This is a sample text for document 2661,Category_E
2662,This is a sample text for document 2662,Category_C
2663,This is a sample text for document 2663,Category_G
2664,This is a sample text for document 2664,Category_G
2665,This is a sample text for document 2665,Category_B
2666,This is a sample text for document 2666,Category_C
2667,This is a sample text for document 2667,Category_E
2668,This is a sample text for document 2668,Category_F
2669,This is a sample text for document 2669,Category_G
2670,This is a sample text for document 2670,Category_G
2671,This is a sample text for document 2671,Category_G
2672,This is a sample text for document 2672,Category_G
2673,This is a sample text for document 2673,Category_G
2674,This is a sample text for document 2674,Category_A
2675,This is a sample text for document 2675,Category_A
2676,This is a sample text for document 2676,Category_F
2677,This is a sample text for document 2677,Category_C
2678,This is a sample text for document 2678,Category_C
2679,This is a sample text for document 2679,Category_D
2680,This is a sample text for document 2680,Category_D
2681,This is a sample text for document 2681,Category_F
2682,This is a sample text for document 2682,Category_G
2683,This is a sample text for document 2683,Category_C
2684,This is a sample text for document 2684,Category_D
2685,This is a sample text for document 2685,Category_D
2686,This is a sample text for document 2686,Category_G
2687,This is a sample text for document 2687,Category_D
2688,This is a sample text for document 2688,Category_F
2689,This is a sample text for document 2689,Category_F
2690,This is a sample text for document 2690,Category_C
2691,This is a sample text for document 2691,Category_B
2692,This is a sample text for document 2692,Category_C
2693,This is a sample text for document 2693,Category_D
2694,This is a sample text for document 2694,Category_D
2695,This is a sample text for document 2695,Category_D
2696,This is a sample text for document 2696,Category_F
2697,This is a sample text for document 2697,Category_A
2698,This is a sample text for document 2698,Category_D
2699,This is a sample text for document 2699,Category_G
2700,This is a sample text for document 2700,Category_G
2701,This is a sample text for document 2701,Category_F
2702,This is a sample text for document 2702,Category_C
2703,This is a sample text for document 2703,Category_D
2704,This is a sample text for document 2704,Category_F
2705,This is a sample text for document 2705,Category_C
2706,This is a sample text for document 2706,Category_A
2707,This is a sample text for document 2707,Category_G
2708,This is a sample text for document 2708,Category_G
2709,This is a sample text for document 2709,Category_B
2710,This is a sample text for document 2710,Category_D
2711,This is a sample text for document 2711,Category_E
2712,This is a sample text for document 2712,Category_B
2713,This is a sample text for document 2713,Category_A
2714,This is a sample text for document 2714,Category_E
2715,This is a sample text for document 2715,Category_C
2716,This is a sample text for document 2716,Category_B
2717,This is a sample text for document 2717,Category_A
2718,This is a sample text for document 2718,Category_D
2719,This is a sample text for document 2719,Category_A
2720,This is a sample text for document 2720,Category_D
2721,This is a sample text for document 2721,Category_G
2722,This is a sample text for document 2722,Category_A
2723,This is a sample text for document 2723,Category_F
2724,This is a sample text for document 2724,Category_F
2725,This is a sample text for document 2725,Category_E
2726,This is a sample text for document 2726,Category_C
2727,This is a sample text for document 2727,Category_E
2728,This is a sample text for document 2728,Category_F
2729,This is a sample text for document 2729,Category_A
2730,This is a sample text for document 2730,Category_C
2731,This is a sample text for document 2731,Category_D
2732,This is a sample text for document 2732,Category_E
2733,This is a sample text for document 2733,Category_A
2734,This is a sample text for document 2734,Category_C
2735,This is a sample text for document 2735,Category_F
2736,This is a sample text for document 2736,Category_A
2737,This is a sample text for document 2737,Category_G
2738,This is a sample text for document 2738,Category_A
2739,This is a sample text for document 2739,Category_G
2740,This is a sample text for document 2740,Category_C
2741,This is a sample text for document 2741,Category_C
2742,This is a sample text for document 2742,Category_C
2743,This is a sample text for document 2743,Category_C
2744,This is a sample text for document 2744,Category_G
2745,This is a sample text for document 2745,Category_D
2746,This is a sample text for document 2746,Category_A
2747,This is a sample text for document 2747,Category_G
2748,This is a sample text for document 2748,Category_B
2749,This is a sample text for document 2749,Category_D
2750,This is a sample text for document 2750,Category_A
2751,This is a sample text for document 2751,Category_A
2752,This is a sample text for document 2752,Category_A
2753,This is a sample text for document 2753,Category_F
2754,This is a sample text for document 2754,Category_F
2755,This is a sample text for document 2755,Category_B
2756,This is a sample text for document 2756,Category_A
2757,This is a sample text for document 2757,Category_G
2758,This is a sample text for document 2758,Category_C
2759,This is a sample text for document 2759,Category_A
2760,This is a sample text for document 2760,Category_F
2761,This is a sample text for document 2761,Category_D
2762,This is a sample text for document 2762,Category_C
2763,This is a sample text for document 2763,Category_F
2764,This is a sample text for document 2764,Category_E
2765,This is a sample text for document 2765,Category_B
2766,This is a sample text for document 2766,Category_A
2767,This is a sample text for document 2767,Category_G
2768,This is a sample text for document 2768,Category_A
2769,This is a sample text for document 2769,Category_F
2770,This is a sample text for document 2770,Category_B
2771,This is a sample text for document 2771,Category_E
2772,This is a sample text for document 2772,Category_E
2773,This is a sample text for document 2773,Category_B
2774,This is a sample text for document 2774,Category_E
2775,This is a sample text for document 2775,Category_A
2776,This is a sample text for document 2776,Category_A
2777,This is a sample text for document 2777,Category_F
2778,This is a sample text for document 2778,Category_G
2779,This is a sample text for document 2779,Category_G
2780,This is a sample text for document 2780,Category_F
2781,This is a sample text for document 2781,Category_D
2782,This is a sample text for document 2782,Category_B
2783,This is a sample text for document 2783,Category_D
2784,This is a sample text for document 2784,Category_G
2785,This is a sample text for document 2785,Category_E
2786,This is a sample text for document 2786,Category_G
2787,This is a sample text for document 2787,Category_G
2788,This is a sample text for document 2788,Category_D
2789,This is a sample text for document 2789,Category_G
2790,This is a sample text for document 2790,Category_F
2791,This is a sample text for document 2791,Category_G
2792,This is a sample text for document 2792,Category_C
2793,This is a sample text for document 2793,Category_E
2794,This is a sample text for document 2794,Category_D
2795,This is a sample text for document 2795,Category_B
2796,This is a sample text for document 2796,Category_E
2797,This is a sample text for document 2797,Category_D
2798,This is a sample text for document 2798,Category_C
2799,This is a sample text for document 2799,Category_D
2800,This is a sample text for document 2800,Category_C
2801,This is a sample text for document 2801,Category_G
2802,This is a sample text for document 2802,Category_A
2803,This is a sample text for document 2803,Category_F
2804,This is a sample text for document 2804,Category_F
2805,This is a sample text for document 2805,Category_F
2806,This is a sample text for document 2806,Category_A
2807,This is a sample text for document 2807,Category_B
2808,This is a sample text for document 2808,Category_G
2809,This is a sample text for document 2809,Category_A
2810,This is a sample text for document 2810,Category_D
2811,This is a sample text for document 2811,Category_G
2812,This is a sample text for document 2812,Category_E
2813,This is a sample text for document 2813,Category_A
2814,This is a sample text for document 2814,Category_G
2815,This is a sample text for document 2815,Category_F
2816,This is a sample text for document 2816,Category_E
2817,This is a sample text for document 2817,Category_G
2818,This is a sample text for document 2818,Category_A
2819,This is a sample text for document 2819,Category_C
2820,This is a sample text for document 2820,Category_D
2821,This is a sample text for document 2821,Category_A
2822,This is a sample text for document 2822,Category_E
2823,This is a sample text for document 2823,Category_G
2824,This is a sample text for document 2824,Category_G
2825,This is a sample text for document 2825,Category_D
2826,This is a sample text for document 2826,Category_A
2827,This is a sample text for document 2827,Category_E
2828,This is a sample text for document 2828,Category_F
2829,This is a sample text for document 2829,Category_C
2830,This is a sample text for document 2830,Category_A
2831,This is a sample text for document 2831,Category_D
2832,This is a sample text for document 2832,Category_B
2833,This is a sample text for document 2833,Category_B
2834,This is a sample text for document 2834,Category_A
2835,This is a sample text for document 2835,Category_E
2836,This is a sample text for document 2836,Category_C
2837,This is a sample text for document 2837,Category_A
2838,This is a sample text for document 2838,Category_F
2839,This is a sample text for document 2839,Category_C
2840,This is a sample text for document 2840,Category_D
2841,This is a sample text for document 2841,Category_B
2842,This is a sample text for document 2842,Category_E
2843,This is a sample text for document 2843,Category_C
2844,This is a sample text for document 2844,Category_E
2845,This is a sample text for document 2845,Category_E
2846,This is a sample text for document 2846,Category_B
2847,This is a sample text for document 2847,Category_D
2848,This is a sample text for document 2848,Category_B
2849,This is a sample text for document 2849,Category_E
2850,This is a sample text for document 2850,Category_G
2851,This is a sample text for document 2851,Category_E
2852,This is a sample text for document 2852,Category_A
2853,This is a sample text for document 2853,Category_E
2854,This is a sample text for document 2854,Category_B
2855,This is a sample text for document 2855,Category_A
2856,This is a sample text for document 2856,Category_G
2857,This is a sample text for document 2857,Category_B
2858,This is a sample text for document 2858,Category_G
2859,This is a sample text for document 2859,Category_A
2860,This is a sample text for document 2860,Category_B
2861,This is a sample text for document 2861,Category_C
2862,This is a sample text for document 2862,Category_E
2863,This is a sample text for document 2863,Category_A
2864,This is a sample text for document 2864,Category_F
2865,This is a sample text for document 2865,Category_B
2866,This is a sample text for document 2866,Category_D
2867,This is a sample text for document 2867,Category_A
2868,This is a sample text for document 2868,Category_B
2869,This is a sample text for document 2869,Category_B
2870,This is a sample text for document 2870,Category_A
2871,This is a sample text for document 2871,Category_D
2872,This is a sample text for document 2872,Category_G
2873,This is a sample text for document 2873,Category_G
2874,This is a sample text for document 2874,Category_B
2875,This is a sample text for document 2875,Category_A
2876,This is a sample text for document 2876,Category_D
2877,This is a sample text for document 2877,Category_G
2878,This is a sample text for document 2878,Category_D
2879,This is a sample text for document 2879,Category_B
2880,This is a sample text for document 2880,Category_G
2881,This is a sample text for document 2881,Category_E
2882,This is a sample text for document 2882,Category_G
2883,This is a sample text for document 2883,Category_C
2884,This is a sample text for document 2884,Category_D
2885,This is a sample text for document 2885,Category_E
2886,This is a sample text for document 2886,Category_D
2887,This is a sample text for document 2887,Category_E
2888,This is a sample text for document 2888,Category_B
2889,This is a sample text for document 2889,Category_A
2890,This is a sample text for document 2890,Category_E
2891,This is a sample text for document 2891,Category_F
2892,This is a sample text for document 2892,Category_A
2893,This is a sample text for document 2893,Category_C
2894,This is a sample text for document 2894,Category_D
2895,This is a sample text for document 2895,Category_G
2896,This is a sample text for document 2896,Category_E
2897,This is a sample text for document 2897,Category_B
2898,This is a sample text for document 2898,Category_E
2899,This is a sample text for document 2899,Category_C
2900,This is a sample text for document 2900,Category_A
2901,This is a sample text for document 2901,Category_D
2902,This is a sample text for document 2902,Category_D
2903,This is a sample text for document 2903,Category_D
2904,This is a sample text for document 2904,Category_G
